Serial,Aspect,Opinion(List)
850,环境,出_还会_服务_影响_希望_报修_不够_使_职业_良性发展_整夜发出_没有_再住_下水_到_可能_特提醒_考虑_相当不错_专业_总_得到_有_住时_不小于_这牵涉_可能_会_没有_
57,水泥,比较隔音_这样_有_
889,态度,很好_还会_入住_可能_一般_不贵_不是_下次有_
809,歉意,
450,4.2分,
219,转身,
465,娱乐,很差_
651,状况,发生_
816,宾部,也分_让_有_不清_标志性_总算说_不熟悉_
651,中央,重新开启_
68,计算机,是_还打_不开_
435,楼梯,背_开_不敢_更没有_不满意_休息_帮忙_
319,档次,早餐难吃_不高_感觉_糟糕_很小_
666,宾馆,老式_
115,尽头,很脏_是_有_不会_很浓_灰色_再住_没有_
693,宾馆,有_促销_星级_反馈_推出_衷心祝_新_感谢_顺利_欢迎_再次下榻_保持_将一如既往_
941,清水,
121,餐厅,吃_
4,酒店,能_怎么_检查_看看_究竟是_
903,早餐券,急_也可以_退票_买_才可以_用餐_岂有此理_要_不能_真是_多买_就是_才告诉_不给_
89,阿姨,开价_说_就要_有_总_搞脏_赔_洗_不掉_
482,服务,入住_差_不适合_
565,台,说_理_坐_有_要_住_根本没_预定_
939,电视,比较单调_很少_
336,白天,不热_
13,星级,
113,工作,5:00离开_准备_让_十分温馨_感到_体贴_
697,责任,连锁_会_更名_新_赢得_更好_全面升级_让_做_为_全新_再次入住_有_进行_最大_会_不一样_进行_希望_
916,评价,大_比较_做_都是_觉得_没_
501,脚,居然悬空_
900,菜肴,更好_
616,房间,整洁_很快_干净_时尚_
282,房间,不灵_非常一般_睡_不会_关掉_再去_因此感冒_都是_廉价_只能_极冷_简约型_布置_调节_是_
953,周围,有_感觉_透_让_真是让_订_不好_糟_但结账_没碰_感觉_抽烟_办离_不会_说_in_新烧_很长_非说_太吵_发誓_不含_不舒服_很费劲_去_不会_订房_好打车_主要是_
257,大堂,肯定_是_太小_多要_来_理论_去_要_１００元_去_没_
526,毛巾,不到_右_收到_饱_而且排列_过_递交_出门_有序有_亲切_有_让_很齐_过_不方便_起码能_很少_规范_热_错有_还要_很周到_收费_吃_有_还有_
765,怪味,把_带到_纱_住_乱叫_大_订_给退_晚_就是_代售_介绍_听_连忙把_唯一_是_
365,招待,上当_贵_取缔_有_去_不好_
568,原则,以下_宝贵_达_不方便_感谢_简易_有_反馈_严重泛黄_更能_选择_或许装修_满意_还算方便_想_给予_提供_能_中_符合_不远_就是_等_是_仍有_较久_共享仅_有_久有_有时要_需_较久_还算_
805,浴巾,很干净_
201,酒店,大吉_好像有_关门_点要_
837,消费者,过_是_投诉_也产生_接到_到_能_
6,施工,带来_题_真诚_正在评_示范性_表示_再次光临_下来_而并非_文明_是_是_暂时_只是_摘录_
445,小街,没有_帮助_到_打车_
606,差异,没有到_不错_多够_酒店安排_送到_要_出发_开始_吃_
528,看,能够_没法回答_还说_造成_弄脏_鸡皮_赔偿_全是_要_是否有_留下_反问_也看到_起_是_收拾_
995,素质,还给_包_非常感激_拾到_想_
530,欠意,总算有_表示_也无聊_
78,人,交谈_就能_说话_清晰_入_听到_
181,描述,留意_不虚传_
771,商业街,不远_还有_即可_距_很热闹_走路_大_
82,服务,好_
397,房间,有些陈旧_还是_显得_
358,会员,就成为_
232,声音,都好_有点大_
987,连接,
922,设施,太低_不会_再踏入_很划_不来_说_不要_住_也会_
651,差价,玩_争_赶时间_不合_又折腾_出去_
309,城市,希望_争气_能_
463,其他,都赞_
188,附近,竟然给_基本上没有_发现_绕_不严格_结果10元_是_就会_不是_属于_才住_很远_绕_
23,太阳,可以_上网_照_也不错_说_进来_很舒服_
214,声音,很响_
542,小虫,不会_同样_用_宁愿去_住_就是_就可以_了_
985,游泳,不雅.太过分_长长_进入_冷_衣穿_还有_
487,网速,不仅慢_经常断网_还会_
182,房间,只是说明_没感觉_湿_到_都是_询问_是_打电话_湿_会_
772,估计,拿_反_是_过来_诬告_
283,发票,就扣_
276,想象,
581,东西,收_经常出差_用_免_要_写_不放纸_
24,日本,那么差_做_料理_
625,客厅,还放_
456,空间,很大_
546,酒店,没到_就退房_走_都没_是_住_进来_吃_
342,in,矩_很诚恳_携程_再见_out_吹毛求疵_好_吝啬于_订_出_说_能够_再见_可能_联系_帮_值得_未收到_
507,按键,不起来_热心_就跳_来_跑上_出来_打_过_看_叫_是_完全可以_
396,假话,建议_不要_选此_
921,标房,
333,路段,休息_很饱_睡_非常安静_
218,整体,下次去_感觉_满意_再次入住_还会_考虑_
584,房间,漏风_
476,酒店,推荐_会_
86,开窗,慢_走_不去_说_再去_有_只想_开窗_太夸张_进去_查_住_是_最夸张_算有_要_铺块_完_不能_简直是_大_不会_以后是_遗留_结_拿_到_还有_不想_一定要_才了解_全是_不要_洗_送_说_还怕_以便能_淋浴没有_不会_太失望_还有_洗_也散_
715,饭店,好_要_
557,认可,也会_欢迎_再次光临_惠顾_努力_
996,附近,
175,标本,把_有_都有_不能_带回_还得_就没_带有_拿_复位_打_也有_不知道_起来_只带回_怎么_要_还好_休息_都方便_不行_不起来_有_睡_有_还没有_严重影响_到_没宽_说_都挤到_走_带_独立_大_到_可以_较小_还好_修_盖_较脏_没宽带_打到_修没_都冷_不能_
686,新异,类似_
282,被子,只能_睡_调节_不灵_不会_都是_关掉_非常一般_廉价_极冷_再去_因此感冒_
80,空调,真的是_换_下次肯定_不住_直接说_坚决换_失望_就是_打开_不开_很吵_就是_说_都是_
476,朋友,推荐_
97,浴缸,淋浴_不成_只能_
944,车,让_也是_唯一_被_太近_比较麻烦_宰_就是_
473,态度,很好_
834,银,不错_
528,解释,是_
867,酒店,都没有_吃_越来越差_九点去_再来_让_太失望_是_不会_
702,位置,具_是_不用_三星级_说_用_
918,服务员,说_找_重新登记_不好_修好_升级_去_说_不是_不好_没有_要_响_来_修_还不错_
697,标准,赢得_进行_最大_再次入住_会_不一样_有_新_进行_全新_希望_全面升级_
86,关门,送_困难_只想_洗_也散_到_都要_就是_不会_还有_铺块_进去_是_不会_还有_说_不能_做_最夸张_都是_太夸张_走_大_遗留_查_全是_拿_不去_不要_说_找人_算有_结_以后是_以便能_开窗_简直是_太失望_完_慢_一定要_住_洗_竟说IT人_很大声_有_休息_淋浴没有_要_再去_还怕_才了解_不想_
545,话,很划算_
687,花瓣,不能_没有提到_使用_预定_
660,房间,稍显简陋_但值得_
772,环境,比较吵_
460,商场,很嘈杂_
91,剎,没有换_竟然有_相信_多么让_睡_请_出来_就急_有_就想_摆平_令_住_折_最终解决_简单洗完_就能_完全能_好好检查_例假_发现_不是_检查_吐_是_简单_一看_就铺上_无法容忍_失望_发生_点评_惊讶_恶心_打_好像是_补充_有_无法消除_绝对是_是_再入住_
608,地铁站,大约步行_地处_又闹_取静_繁华_大约步行_
85,人,只能_铺_说_下班_铺床_铺上_不负责_是_送来_要求_接_打到_只能_
634,房,一进_就被_不见_出来_熏_开_减少_
719,夜市,一直吵到_喝酒_才作罢_不隔音_睡_不好_
443,房间,一样_居然没有_换_小_是_不变_
218,效率,定单_太低下_最终确认_已经过去_到_错误投诉_
972,要求,是_换_应该_一般_被_不错_挡住_
837,后果,接到_投诉_是_能_到_过_
837,候车厅,上车_还住_写_给_优惠_等待_成_补_
226,影响,休息_
960,天,下楼_只得_实在找_不到_有_去_
762,网络,新建_也选择_是_经常要_断_落成_非常差_说_不推荐_不大_
920,感觉,比较满意_
847,基本功,到位_还算_
862,考验,进行_并决定_比较差_召开_很吵_提出_非常感谢_全面_反馈_将开始_不值_直言批评_非常重视_
602,手机,
980,星,都不如_新开_都不如_无星级_
89,反应,保持_继续_没有_才加_
791,隔音,很大_不好_关门_
62,高架,入住_高架_就是_很好_惊醒_很好_有待_是_还有_严重_改进_有些狭小_常被_非常值得_有_符合_不是_很好_入住_略显不足_是_
124,百度,服务_就纳闷_才罢休_真的有待_都会_想_这么倒霉_不是_预定_有_
949,热水,Upgrade_坏_交涉_又换_是_坏_是_说_起来_害_感冒_是_
397,酒店,背_够_可_是_
753,毛巾,有_而是_都能_起来_有_就是_住_同时开启_实在是_才知道_很受气_很高_难以忍受_睡_关闭_是_竟然没_乱七八糟_更是_预订_都串联_垫_太软_全身痛_难受_再住_忍受_被_所谓_不值得_只有_超_绝对浪费_只有_更让_入住_睡_极端差_就是_全部弄_不会_单隔_研究_睡_不舒服_正对_太高_
960,文明号,长叹_不由得_优秀_
54,遗憾,不是_不方便_打车_取消_很方便_多少有_
369,世纪,能_碰到_根香烧_错_
602,材料,住_就知道_
735,价钱,应该_住得_不好_住_大_爱好_窗前有_还算不错_有_
380,待遇,无疑是_
911,客房,很大_
812,建议,接受_够好_很乐意_做_
766,招呼,出入_在场_没有_
893,沙区,算是_很好_办事_只好选_
533,决定,一直拖_就找_只好投诉_投诉_抓狂_反复推托_非常失望_吵_都是_临时关_交涉_让_并且说_实在让_离开_实在睡_又开_让_气愤_都没有_愤怒_到_去_看_一拖_相当蛮恨_不着_让_谈_值班_经历_沆瀣一气_再拖_到_限制_
822,一些－－床单,有_
392,鼻山.送,住_又少_号称_没有_不好吃_吃_去_很远_都要_烧_附带_说_吃_很低档_超难打_老旧_想_打_
406,水平,还算_不错_
3,建费,
313,选择,达_
969,小宝宝们,准备_很周到_
252,手续,没有_总共预定_只有_竟然告诉_没有打扫_
672,事,进_
938,外国人,非常多_住_度假_
209,早餐,打_比较简单_比较困难_
721,情况,反映_退回_再次讲_还是被_应该_扣款_没有签单_在等待_交涉_
65,大堂,待_竟然散放_乱七八糟_洗_取消_建议_
227,手机,服务_不一样_很有_先后送来充_
881,办法,再叫_出现_不敢_换房_再会_躺_
725,味,
84,电话,响_不让_烧到_开_拔_睡觉_还是_热_没法调节_
630,点,是_感觉_勉强能_大_完全没有_老_恶_粗_改_应_完全翻新_不言而喻_最要命_爬到_进入_一圆_来_有_被_大_算_
252,意见,希望_能_提供_再来_更好_
198,咖啡券,是_不给_
557,欣慰,是_还可以_
107,装饰,打死_差不多_搞_折腾_终于消费_要_不住_不清_退房_圆_成功_转为_的确是_不停_竟然有_将预授权_消费_
606,关口,送到_吃_很方便_开始_有_有_到达_多够_充足_预定_太小_了解_改住_没有到_很大_不错_可以_步行_酒店安排_到_要_出发_有_豪华_
920,钱,要求_授权_消费_是_不能_解释_于是被_再刷_超过_
906,位置,不受_蛮幽静_适合_休息_
353,灯,小_没法拍摄_
417,计算机,接线处_已坏_送房_发现_锅_
226,马,休息_不隔音_
508,档次,一般_值得_还算_
939,服务,比较合格_
915,地理,多住_棒_离闹_唯一_附属_真是_多_说_就是_没好_进来_周到_开_忍不住改变_但中_飞_没_远_很齐备_没注意_
15,地理,比较偏远_
4,毛巾,很陈旧_
549,网送,免费_足够_
608,交通,更方便_
888,农庄,算是好_
692,条件,温馨_简洁_比较安静_加上没有_好_不高_比较合理_不足_高_
757,人,感觉_还满意_
975,总结,差_差_差_
526,拐角,饱_吃_有_热_有_错有_让_亲切_起码能_还有_递交_规范_很周到_不到_
611,打车,也找_不到_浪费_
128,酒店,还不错_较小_就是_较硬_
335,问题,太好_
510,服务,尚待_
689,周边,吃饭_自带_不错_太差_不放便_紧邻_推荐_
396,地方,
3,标价,另加_
543,电话,一定要_再打_取钱_无法用_拖_告诉_搞_照样打_交押_不要_不然存放_很烦_
796,招待所,真正_多付_
36,楼层,后来得知_强_有_不熟悉_对_产权式_
805,墙,一般_宽_放_
175,标间,开车_到_拿_多花_修_被_没_有_把_都有_打_要_不想_好_都方便_客服_中途_招待_携程客服_不能_私下转包_浩浩荡荡开拔_没宽带_到_可积分_还好_到_还得_不知道_协调_缓慢运动_走_都挤到_赶紧找_不是_等到达_不挨_休息_不起来_不行_还没有_封闭_打到_却当头_带回_入住_整体_较旧_也有_严重影响_没宽_较脏_较小_比较通融_答应_修没_可以_不能_只带回_盖_才用_住在_起来_睡_竟然说_有_大_是_复位_找_带有_还好_独立_怎么_延长_轰下_有_大_只有_就没_只好回来_都冷_有_说_带_
528,处理,
626,花香,
841,服务生,只有_原来是_给_要_笑_比较会_能_让_不属于_耍NB_都是_就不错_是_是_只提_是热_是_已绝迹_住_说_不会_基本没有_是_给_冲泡_
602,电话,其实是_是坏_打_回家_赶紧说_说_用_
94,餐厅,早点做_还行_不错_吃_也不错_很接近_
604,金钟,坐_
811,上网,很快_
986,云锦诚,太适合_没住_不怎么样_排场_不是_这么差_挺大_
490,头,吃_出_硬_小_所谓_不想_去_很生_太可怕_赶紧走人_刚开_梳_换到_
727,态度,相当恶劣_
317,饭店,不错_
640,标准,
211,人,搬_走_还说_说_不住_明确告诉_没有_
433,走廊,使用_没有给_定_总_让_很吵_很清楚_失望_是_盖_当闹_没有给_可以_听_很重_是_结账_定_
41,房间,小_有_有_旧_
762,地方,也选择_不大_落成_新建_
70,对客,并欢迎_能_再次光临_尽心打造_希望_今后有_得到_会_好_使_
866,隔音,够_星级_处理_干净_淋_堵塞_是_差_还好床_早_半夜来_很怀疑_
32,原因,已经停用_度过_才知道_是_求证_是_寒冷_
98,床单,吃_不会_有_吃_补充_有_刚住完_赶上_点评_会_留下_退房_砍价_要_好像没_
163,三星,高_
783,服务,
779,设施,没有_注销_
399,人,不舒服_
702,总体,也不至于_是_打扫_不用_感觉_这么小气_特意把_用_是_具_醒目_不像_才送_说_起来_三星级_放在_
225,房间,让_得到_很干净_免费_没有_是_打扫_竟然没有_不习惯_
287,价钱,也便宜_是_最满意_
567,物,太小_携程_有所_携程_给_差_优惠_非常好_点评_补充_再能_低_
822,电话,用_问_扇_一样_太多_应该_不透明_去_感觉_有点眼花缭乱_用_太大_
62,酒店,非常值得_严重_司_高架_不是_很好_很好_就是_符合_俯瞰_落地_惊醒_可以_很好_改进_入住_还有_很好_有待_是_常被_入住_是_尊贵_预订_入住_有_略显不足_有些狭小_
100,能力,不推荐_
262,前面,下来_插_这么做_最搞笑_拍_不新鲜_是_要_都是_才起_把_没有断_说_
100,金子,劲_不起_说_不推荐_抱怨_想_做_来_在想_不是_建议_加热_就够_不是_都买_听_来_说_菜贵_还抠门_进来_可是付_锻炼_受气_就够_凉_不是_
962,餐卷,误导_去_重新印_到_可以_被_是_
920,环境,比较好_比较满意_一样_
256,味道,还好_
671,酒店,五星级_可以_还算_起_对_
83,酒店,如前_一样_适中_不好_而喧闹_但是临_服务_没有_新_好_全包括_位于_好_小_充点评_早餐一般.补_齐_
237,灯光,都是_很先进_自动感应_
500,价格,比较高_还是_
791,标准,接近_
404,会员,严格审查_应该_
356,价钱,含_但是可以_没敢_说_当作_吃_含早来_看_
142,车费,没有追究_赶_事后投诉_未解决_
737,房间,小_还算_不过身_干净_
741,服务,被_用_于是去_找_需要_告知_
753,酒,很高_太软_难以忍受_不会_只有_正对_超_垫_预订_就是_同时开启_再住_很别扭_是_全部弄_绝对浪费_极端差_洗脸_难受_实在是_不值得_睡_就是_太高_忍受_只有_很受气_不舒服_而是_入住_勿住_都串联_更是_行政_睡_才知道_有_很滑_单隔_就是_没有悬挂_被_研究_所谓_住_竟然没_有_绝对浪费_乱七八糟_间外使用_全身痛_睡_都能_更让_起来_关闭_转来转去_难免有_
175,空调,都方便_没宽_怎么_带_不行_带回_不起来_还得_还好_到_到_睡_带有_严重影响_都冷_有_也有_不能_没宽带_都挤到_打_有_只带回_休息_
235,点,
843,感觉,还是不错_
252,状况,发生_
417,早餐,送房_锅_发现_
750,楼梯,下来_非常累_必须_没发_去_准_问_上_说_走_是_
322,房,毕竟是_看员_住_惹_看海_一边可以_很；_6F_可以_漂亮_很漂亮_有些旧_免费_开业_有_免费开放_有_很是_免费_
